city,time,temperature_c,apparent_temperature_c,humidity_pct,windspeed_kmh,precipitation_mm,cloudcover_pct
Tallahassee,2026-04-09T00:00,16.6,12.5,33,13.7,0.0,79
Tallahassee,2026-04-09T01:00,14.5,11.2,59,17.1,0.0,50
Tallahassee,2026-04-09T02:00,14.5,10.6,56,19.6,0.0,0
Tallahassee,2026-04-09T03:00,14.5,10.9,60,18.9,0.0,100
Tallahassee,2026-04-09T04:00,15.2,11.3,52,18.7,0.0,100
Tallahassee,2026-04-09T05:00,14.1,10.5,58,17.4,0.0,78
Tallahassee,2026-04-09T06:00,13.6,10.7,65,14.5,0.0,36
Tallahassee,2026-04-09T07:00,13.6,10.8,64,13.8,0.0,50
Tallahassee,2026-04-09T08:00,13.9,10.7,62,15.8,0.0,37
Tallahassee,2026-04-09T09:00,15.0,11.8,64,18.6,0.0,34
Tallahassee,2026-04-09T10:00,16.8,13.9,66,20.2,0.0,3
Tallahassee,2026-04-09T11:00,19.2,17.5,65,19.7,0.0,4
Tallahassee,2026-04-09T12:00,20.9,20.5,59,17.3,0.0,1
Tallahassee,2026-04-09T13:00,22.7,23.0,56,18.3,0.0,2
Tallahassee,2026-04-09T14:00,23.7,23.9,49,18.7,0.0,3
Tallahassee,2026-04-09T15:00,24.9,24.7,44,18.4,0.0,25
Tallahassee,2026-04-09T16:00,25.2,24.7,44,17.3,0.0,13
Tallahassee,2026-04-09T17:00,25.1,23.8,43,16.9,0.0,12
Tallahassee,2026-04-09T18:00,23.8,22.2,49,16.1,0.0,3
Tallahassee,2026-04-09T19:00,23.2,22.1,49,12.0,0.0,0
Tallahassee,2026-04-09T20:00,21.8,19.6,47,14.8,0.0,0
Tallahassee,2026-04-09T21:00,20.5,19.0,47,8.6,0.0,0
Tallahassee,2026-04-09T22:00,18.8,17.1,54,10.5,0.0,0
Tallahassee,2026-04-09T23:00,18.1,16.0,58,13.4,0.0,0
Tallahassee,2026-04-10T00:00,17.2,15.0,58,13.0,0.0,0
Tallahassee,2026-04-10T01:00,16.3,14.2,61,12.0,0.0,0
Tallahassee,2026-04-10T02:00,15.4,13.0,60,12.2,0.0,0
Tallahassee,2026-04-10T03:00,14.7,12.3,63,12.3,0.0,0
Tallahassee,2026-04-10T04:00,14.2,12.1,69,11.4,0.0,0
Tallahassee,2026-04-10T05:00,13.8,11.7,76,13.2,0.0,0
Tallahassee,2026-04-10T06:00,13.5,11.8,83,13.3,0.0,1
Tallahassee,2026-04-10T07:00,13.3,11.7,87,12.9,0.0,2
Tallahassee,2026-04-10T08:00,13.9,12.5,87,13.0,0.0,2
Tallahassee,2026-04-10T09:00,16.5,15.0,77,15.0,0.0,1
Tallahassee,2026-04-10T10:00,19.0,17.9,68,14.3,0.0,2
Tallahassee,2026-04-10T11:00,21.6,21.1,59,14.2,0.0,5
Tallahassee,2026-04-10T12:00,23.6,23.9,51,13.8,0.0,15
Tallahassee,2026-04-10T13:00,24.9,25.8,46,13.6,0.0,26
Tallahassee,2026-04-10T14:00,26.0,26.8,40,13.2,0.0,12
Tallahassee,2026-04-10T15:00,26.7,26.9,38,14.5,0.0,30
Tallahassee,2026-04-10T16:00,27.2,27.2,36,12.9,0.0,100
Tallahassee,2026-04-10T17:00,27.3,26.4,34,11.9,0.0,79
Tallahassee,2026-04-10T18:00,26.9,24.7,31,12.5,0.0,100
Tallahassee,2026-04-10T19:00,26.3,23.7,28,10.9,0.0,100
Tallahassee,2026-04-10T20:00,23.6,21.7,32,6.4,0.0,100
Tallahassee,2026-04-10T21:00,22.1,20.0,36,8.0,0.0,100
Tallahassee,2026-04-10T22:00,20.6,18.6,41,8.2,0.0,100
Tallahassee,2026-04-10T23:00,19.6,17.9,44,5.9,0.0,100
Tallahassee,2026-04-11T00:00,18.5,16.7,51,9.0,0.0,100
Tallahassee,2026-04-11T01:00,17.4,16.9,62,4.0,0.0,100
Tallahassee,2026-04-11T02:00,16.9,15.8,59,4.9,0.0,100
Tallahassee,2026-04-11T03:00,16.5,15.9,62,2.2,0.0,100
Tallahassee,2026-04-11T04:00,16.0,15.7,66,1.5,0.0,100
Tallahassee,2026-04-11T05:00,15.4,14.9,72,4.3,0.0,76
Tallahassee,2026-04-11T06:00,14.8,14.2,77,5.7,0.0,55
Tallahassee,2026-04-11T07:00,14.1,13.3,81,7.1,0.0,7
Tallahassee,2026-04-11T08:00,14.7,14.4,84,6.7,0.0,0
Tallahassee,2026-04-11T09:00,18.4,19.5,78,3.0,0.0,0
Tallahassee,2026-04-11T10:00,21.4,22.5,67,4.3,0.0,14
Tallahassee,2026-04-11T11:00,24.1,25.5,52,3.7,0.0,14
Tallahassee,2026-04-11T12:00,25.9,27.2,39,5.4,0.0,5
Tallahassee,2026-04-11T13:00,27.2,28.3,35,8.8,0.0,22
Tallahassee,2026-04-11T14:00,28.0,28.7,32,11.5,0.0,0
Tallahassee,2026-04-11T15:00,28.5,28.8,29,11.5,0.0,1
Tallahassee,2026-04-11T16:00,29.0,28.6,27,11.6,0.0,4
Tallahassee,2026-04-11T17:00,29.0,27.0,25,13.2,0.0,6
Tallahassee,2026-04-11T18:00,28.6,26.2,25,10.1,0.0,4
Tallahassee,2026-04-11T19:00,27.1,25.1,29,9.3,0.0,0
Tallahassee,2026-04-11T20:00,22.7,20.9,37,6.7,0.0,0
Tallahassee,2026-04-11T21:00,20.3,18.8,43,5.1,0.0,0
Tallahassee,2026-04-11T22:00,19.0,17.2,47,8.1,0.0,0
Tallahassee,2026-04-11T23:00,17.8,15.9,52,9.2,0.0,0
Tallahassee,2026-04-12T00:00,17.6,16.0,58,9.9,0.0,0
Tallahassee,2026-04-12T01:00,17.1,15.8,64,9.7,0.0,0
Tallahassee,2026-04-12T02:00,16.4,15.5,72,8.9,0.0,0
Tallahassee,2026-04-12T03:00,15.5,15.1,81,7.8,0.0,0
Tallahassee,2026-04-12T04:00,14.9,14.8,88,7.2,0.0,0
Tallahassee,2026-04-12T05:00,14.4,14.6,93,5.7,0.0,0
Tallahassee,2026-04-12T06:00,14.2,14.4,96,7.0,0.0,0
Tallahassee,2026-04-12T07:00,13.9,13.9,97,7.6,0.0,0
Tallahassee,2026-04-12T08:00,14.9,15.2,92,6.3,0.0,0
Tallahassee,2026-04-12T09:00,18.4,18.2,73,9.3,0.0,0
Tallahassee,2026-04-12T10:00,21.4,20.8,59,11.0,0.0,0
Tallahassee,2026-04-12T11:00,23.8,23.3,46,11.5,0.0,0
Tallahassee,2026-04-12T12:00,25.7,25.7,37,11.5,0.0,0
Tallahassee,2026-04-12T13:00,27.5,27.8,30,10.7,0.0,0
Tallahassee,2026-04-12T14:00,28.9,29.3,26,10.6,0.0,0
Tallahassee,2026-04-12T15:00,29.8,30.0,23,9.2,0.0,0
Tallahassee,2026-04-12T16:00,30.2,29.8,22,9.0,0.0,0
Tallahassee,2026-04-12T17:00,30.1,28.7,23,10.4,0.0,5
Tallahassee,2026-04-12T18:00,28.8,26.5,28,13.0,0.0,5
Tallahassee,2026-04-12T19:00,25.5,24.3,41,11.4,0.0,100
Tallahassee,2026-04-12T20:00,21.0,20.3,54,7.6,0.0,6
Tallahassee,2026-04-12T21:00,19.2,18.4,59,7.6,0.0,5
Tallahassee,2026-04-12T22:00,18.2,17.6,63,6.3,0.0,0
Tallahassee,2026-04-12T23:00,17.6,16.8,66,8.4,0.0,0
Tallahassee,2026-04-13T00:00,17.4,16.4,66,9.1,0.0,0
Tallahassee,2026-04-13T01:00,17.5,16.3,65,10.0,0.0,0
Tallahassee,2026-04-13T02:00,16.5,15.7,71,8.0,0.0,6
Tallahassee,2026-04-13T03:00,15.9,15.4,77,7.3,0.0,5
Tallahassee,2026-04-13T04:00,15.1,14.8,83,6.8,0.0,70
Tallahassee,2026-04-13T05:00,14.6,14.4,87,6.9,0.0,100
Tallahassee,2026-04-13T06:00,14.2,14.0,90,6.9,0.0,48
Tallahassee,2026-04-13T07:00,14.0,13.8,92,7.3,0.0,100
Tallahassee,2026-04-13T08:00,15.1,15.2,87,6.0,0.0,100
Tallahassee,2026-04-13T09:00,18.0,17.6,73,9.3,0.0,100
Tallahassee,2026-04-13T10:00,20.8,20.1,60,10.7,0.0,100
Tallahassee,2026-04-13T11:00,22.9,21.8,48,10.7,0.0,100
Tallahassee,2026-04-13T12:00,24.4,23.6,40,9.2,0.0,100
Tallahassee,2026-04-13T13:00,25.9,25.6,34,9.5,0.0,100
Tallahassee,2026-04-13T14:00,26.7,26.3,31,10.4,0.0,100
Tallahassee,2026-04-13T15:00,27.4,27.0,29,11.2,0.0,100
Tallahassee,2026-04-13T16:00,27.6,26.6,28,11.5,0.0,100
Tallahassee,2026-04-13T17:00,27.2,25.3,28,11.1,0.0,100
Tallahassee,2026-04-13T18:00,26.5,24.2,30,11.2,0.0,100
Tallahassee,2026-04-13T19:00,24.5,22.7,37,10.4,0.0,10
Tallahassee,2026-04-13T20:00,20.1,18.4,47,8.7,0.0,10
Tallahassee,2026-04-13T21:00,18.5,17.1,51,6.4,0.0,7
Tallahassee,2026-04-13T22:00,17.7,16.7,55,4.4,0.0,6
Tallahassee,2026-04-13T23:00,17.2,16.3,57,3.7,0.0,0
Tallahassee,2026-04-14T00:00,17.0,16.0,56,3.9,0.0,0
Tallahassee,2026-04-14T01:00,16.2,14.5,59,8.3,0.0,0
Tallahassee,2026-04-14T02:00,15.6,14.8,64,3.4,0.0,0
Tallahassee,2026-04-14T03:00,15.3,14.3,67,5.4,0.0,0
Tallahassee,2026-04-14T04:00,14.7,14.1,75,4.8,0.0,0
Tallahassee,2026-04-14T05:00,14.5,14.1,81,5.5,0.0,0
Tallahassee,2026-04-14T06:00,14.4,14.4,88,5.4,0.0,0
Tallahassee,2026-04-14T07:00,14.4,14.8,94,5.1,0.0,0
Tallahassee,2026-04-14T08:00,16.1,16.8,89,5.1,0.0,0
Tallahassee,2026-04-14T09:00,19.8,20.7,76,6.9,0.0,0
Tallahassee,2026-04-14T10:00,22.6,22.9,61,8.6,0.0,0
Tallahassee,2026-04-14T11:00,24.9,25.7,51,8.7,0.0,0
Tallahassee,2026-04-14T12:00,26.8,28.3,44,9.2,0.0,0
Tallahassee,2026-04-14T13:00,28.1,29.7,39,10.6,0.0,0
Tallahassee,2026-04-14T14:00,29.0,30.3,36,12.6,0.0,0
Tallahassee,2026-04-14T15:00,29.4,30.2,34,13.7,0.0,0
Tallahassee,2026-04-14T16:00,29.2,29.3,34,14.9,0.0,0
Tallahassee,2026-04-14T17:00,28.3,27.6,36,15.0,0.0,0
Tallahassee,2026-04-14T18:00,26.3,25.0,42,13.6,0.0,0
Tallahassee,2026-04-14T19:00,23.5,22.5,49,11.1,0.0,0
Tallahassee,2026-04-14T20:00,21.1,20.3,55,9.1,0.0,0
Tallahassee,2026-04-14T21:00,19.7,18.9,57,7.2,0.0,0
Tallahassee,2026-04-14T22:00,18.7,17.6,56,6.8,0.0,0
Tallahassee,2026-04-14T23:00,17.8,16.6,56,6.7,0.0,0
Tallahassee,2026-04-15T00:00,17.1,16.2,57,3.1,0.0,1
Tallahassee,2026-04-15T01:00,16.4,15.3,59,4.7,0.0,3
Tallahassee,2026-04-15T02:00,15.9,14.3,61,8.2,0.0,4
Tallahassee,2026-04-15T03:00,15.5,14.0,62,6.8,0.0,5
Tallahassee,2026-04-15T04:00,15.1,14.2,64,3.3,0.0,6
Tallahassee,2026-04-15T05:00,15.0,14.3,66,2.3,0.0,6
Tallahassee,2026-04-15T06:00,15.0,14.6,71,2.3,0.0,4
Tallahassee,2026-04-15T07:00,15.1,15.0,76,2.5,0.0,2
Tallahassee,2026-04-15T08:00,16.2,16.4,77,3.1,0.0,0
Tallahassee,2026-04-15T09:00,19.0,19.6,69,3.2,0.0,0
Tallahassee,2026-04-15T10:00,22.7,23.3,57,4.3,0.0,0
Tallahassee,2026-04-15T11:00,25.8,26.7,47,5.8,0.0,0
Tallahassee,2026-04-15T12:00,27.8,29.5,41,7.2,0.0,1
Tallahassee,2026-04-15T13:00,29.2,31.2,38,8.7,0.0,3
Tallahassee,2026-04-15T14:00,29.9,31.8,36,10.8,0.0,4
Tallahassee,2026-04-15T15:00,30.0,31.3,36,13.4,0.0,5
Tallahassee,2026-04-15T16:00,29.4,30.0,38,15.6,0.0,6
Tallahassee,2026-04-15T17:00,28.3,28.2,42,16.7,0.0,7
Tallahassee,2026-04-15T18:00,26.6,25.8,48,15.5,0.0,6
Tallahassee,2026-04-15T19:00,24.3,24.1,56,13.0,0.0,5
Tallahassee,2026-04-15T20:00,22.3,22.4,63,10.7,0.0,7
Tallahassee,2026-04-15T21:00,20.9,21.4,70,9.0,0.0,16
Tallahassee,2026-04-15T22:00,19.8,20.5,78,8.4,0.0,28
Tallahassee,2026-04-15T23:00,18.8,19.6,83,8.4,0.0,36
Jacksonville,2026-04-09T00:00,16.4,14.4,90,24.6,0.0,70
Jacksonville,2026-04-09T01:00,16.7,14.8,82,21.3,0.0,56
Jacksonville,2026-04-09T02:00,16.5,14.1,84,24.6,0.0,100
Jacksonville,2026-04-09T03:00,16.5,15.1,86,19.1,0.0,27
Jacksonville,2026-04-09T04:00,16.4,14.6,86,21.5,0.0,15
Jacksonville,2026-04-09T05:00,16.6,15.2,88,20.3,0.0,13
Jacksonville,2026-04-09T06:00,16.4,15.0,86,19.1,0.0,100
Jacksonville,2026-04-09T07:00,16.2,14.7,88,20.2,0.0,99
Jacksonville,2026-04-09T08:00,17.0,15.5,88,21.4,0.0,100
Jacksonville,2026-04-09T09:00,18.1,16.2,82,24.5,0.0,100
Jacksonville,2026-04-09T10:00,18.4,16.6,83,25.3,0.0,100
Jacksonville,2026-04-09T11:00,18.5,16.4,85,28.7,0.0,100
Jacksonville,2026-04-09T12:00,18.1,15.5,81,28.8,0.0,100
Jacksonville,2026-04-09T13:00,19.8,17.6,79,29.0,0.0,100
Jacksonville,2026-04-09T14:00,19.8,17.5,77,29.4,0.0,100
Jacksonville,2026-04-09T15:00,20.2,18.9,81,26.9,0.0,100
Jacksonville,2026-04-09T16:00,19.7,17.4,76,28.3,0.0,100
Jacksonville,2026-04-09T17:00,20.1,18.4,80,27.4,0.0,59
Jacksonville,2026-04-09T18:00,19.2,18.0,84,23.9,0.0,36
Jacksonville,2026-04-09T19:00,18.5,17.2,82,21.4,0.0,68
Jacksonville,2026-04-09T20:00,17.5,16.2,80,18.4,0.0,4
Jacksonville,2026-04-09T21:00,16.5,16.0,84,12.4,0.0,1
Jacksonville,2026-04-09T22:00,16.3,15.3,82,13.8,0.0,0
Jacksonville,2026-04-09T23:00,16.7,16.2,86,13.4,0.0,100
Jacksonville,2026-04-10T00:00,16.7,16.5,89,12.6,0.0,34
Jacksonville,2026-04-10T01:00,16.1,16.0,91,11.5,0.0,1
Jacksonville,2026-04-10T02:00,15.8,15.4,90,12.1,0.0,2
Jacksonville,2026-04-10T03:00,15.8,15.2,89,12.9,0.0,2
Jacksonville,2026-04-10T04:00,15.6,15.3,90,11.3,0.0,1
Jacksonville,2026-04-10T05:00,15.4,15.0,91,11.6,0.0,2
Jacksonville,2026-04-10T06:00,16.2,15.7,91,14.5,0.0,89
Jacksonville,2026-04-10T07:00,16.8,16.4,91,15.6,0.0,100
Jacksonville,2026-04-10T08:00,17.3,17.6,91,11.3,0.0,90
Jacksonville,2026-04-10T09:00,18.8,18.7,86,16.1,0.0,91
Jacksonville,2026-04-10T10:00,20.0,19.3,80,20.1,0.0,97
Jacksonville,2026-04-10T11:00,19.5,19.8,79,11.2,0.0,100
Jacksonville,2026-04-10T12:00,21.8,20.6,66,20.1,0.0,54
Jacksonville,2026-04-10T13:00,23.9,23.6,55,19.6,0.0,25
Jacksonville,2026-04-10T14:00,24.1,24.1,55,21.1,0.0,27
Jacksonville,2026-04-10T15:00,23.6,22.8,58,21.7,0.0,20
Jacksonville,2026-04-10T16:00,23.7,22.7,56,22.9,0.0,66
Jacksonville,2026-04-10T17:00,23.4,22.3,58,21.4,0.0,29
Jacksonville,2026-04-10T18:00,22.6,21.1,60,20.5,0.0,13
Jacksonville,2026-04-10T19:00,21.4,20.7,67,16.6,0.0,1
Jacksonville,2026-04-10T20:00,19.7,19.9,76,11.2,0.0,6
Jacksonville,2026-04-10T21:00,18.4,19.0,84,9.2,0.0,94
Jacksonville,2026-04-10T22:00,17.6,18.4,88,7.7,0.0,100
Jacksonville,2026-04-10T23:00,16.9,17.9,92,6.1,0.0,100
Jacksonville,2026-04-11T00:00,16.3,16.8,91,7.6,0.0,100
Jacksonville,2026-04-11T01:00,15.9,16.4,90,6.4,0.0,100
Jacksonville,2026-04-11T02:00,15.4,15.5,88,7.1,0.0,100
Jacksonville,2026-04-11T03:00,15.0,15.0,88,6.6,0.0,100
Jacksonville,2026-04-11T04:00,14.5,14.5,89,6.3,0.0,63
Jacksonville,2026-04-11T05:00,14.0,14.1,90,4.7,0.0,77
Jacksonville,2026-04-11T06:00,13.5,13.9,93,2.4,0.0,100
Jacksonville,2026-04-11T07:00,12.9,13.4,100,2.5,0.0,100
Jacksonville,2026-04-11T08:00,12.9,13.6,100,1.8,0.0,100
Jacksonville,2026-04-11T09:00,18.9,19.6,80,7.4,0.0,85
Jacksonville,2026-04-11T10:00,22.4,22.7,62,9.0,0.0,100
Jacksonville,2026-04-11T11:00,24.0,23.2,47,12.2,0.0,100
Jacksonville,2026-04-11T12:00,25.2,24.3,39,15.4,0.0,100
Jacksonville,2026-04-11T13:00,26.1,25.1,32,18.6,0.0,18
Jacksonville,2026-04-11T14:00,26.5,25.2,29,19.4,0.0,1
Jacksonville,2026-04-11T15:00,26.6,24.9,28,19.2,0.0,100
Jacksonville,2026-04-11T16:00,25.8,23.6,32,20.0,0.0,100
Jacksonville,2026-04-11T17:00,25.1,22.5,32,17.6,0.0,14
Jacksonville,2026-04-11T18:00,24.4,21.6,35,15.2,0.0,0
Jacksonville,2026-04-11T19:00,23.3,21.3,43,13.8,0.0,0
Jacksonville,2026-04-11T20:00,21.6,20.5,54,11.3,0.0,0
Jacksonville,2026-04-11T21:00,20.9,20.6,62,9.6,0.0,0
Jacksonville,2026-04-11T22:00,20.3,20.2,66,8.7,0.0,0
Jacksonville,2026-04-11T23:00,19.9,20.0,70,8.7,0.0,0
Jacksonville,2026-04-12T00:00,19.6,19.9,73,8.3,0.0,0
Jacksonville,2026-04-12T01:00,19.1,19.9,77,5.8,0.0,0
Jacksonville,2026-04-12T02:00,18.6,19.4,79,5.8,0.0,0
Jacksonville,2026-04-12T03:00,18.3,19.0,80,5.8,0.0,0
Jacksonville,2026-04-12T04:00,18.0,18.5,81,6.9,0.0,0
Jacksonville,2026-04-12T05:00,17.7,18.2,82,6.8,0.0,0
Jacksonville,2026-04-12T06:00,17.5,18.1,84,6.5,0.0,0
Jacksonville,2026-04-12T07:00,17.3,18.0,85,6.1,0.0,0
Jacksonville,2026-04-12T08:00,18.6,19.5,78,4.5,0.0,0
Jacksonville,2026-04-12T09:00,21.7,20.7,59,13.7,0.0,0
Jacksonville,2026-04-12T10:00,23.6,21.6,47,17.1,0.0,0
Jacksonville,2026-04-12T11:00,24.9,23.1,41,18.7,0.0,0
Jacksonville,2026-04-12T12:00,25.8,24.6,38,19.8,0.0,0
Jacksonville,2026-04-12T13:00,26.5,25.7,36,19.9,0.0,0
Jacksonville,2026-04-12T14:00,27.0,26.1,34,20.5,0.0,5
Jacksonville,2026-04-12T15:00,27.0,25.8,34,21.2,0.0,5
Jacksonville,2026-04-12T16:00,26.4,24.7,36,21.7,0.0,0
Jacksonville,2026-04-12T17:00,25.7,23.6,38,19.9,0.0,0
Jacksonville,2026-04-12T18:00,24.5,22.0,44,19.8,0.0,0
Jacksonville,2026-04-12T19:00,23.2,21.3,50,17.8,0.0,0
Jacksonville,2026-04-12T20:00,21.8,20.7,57,13.6,0.0,0
Jacksonville,2026-04-12T21:00,21.0,20.4,62,11.2,0.0,0
